Noise Events,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,destinos? El que hace mas ruido es el que va a antofa,se requieren los datos de ruido de los puntos de medicion del los aeropuertos del año 2024,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
Jardines del Sur,,,,,,,,,,,,,,,
"terminales (mp2, hay 3 estaciones), la dos es la mas importantes",dia y la hora en la que se registró el evento,nivel maximo de decibeles,,,,,"cuando el viento es mucho , el sensor se bloquea, cuando hay mas viento que 8 metros por segundo.",,,,,,,relacion entre el radar y la aeronave,tipo de aeronave
NMT,TLASmax,LASmax,SEL,Leq,LAZ,EPNL,Temperature [°C],A/D,Runway,Flight,Airline,Airline (Name),From/To,Callsign,Aircraft Type
,,,,,,,,,,,,,,,
MP02,23/01/2024 6:29:56,65.5,71.9,63.4,62.8,74.7,14,Departure,17R,SKU802,SKU,Sky Airline,SPJC,SKU802,A21N
MP02,23/01/2024 7:39:57,66.1,75.6,62.9,68.2,76.4,13.8,Departure,17R,LXP247,LXP,,SCJO,LXP247,A320
MP02,23/01/2024 7:45:57,65.7,69.9,62.9,61,70,13.8,Departure,17R,LAN031,LAN,LAN Airlines,SCQP,LAN031,A320
MP02,23/01/2024 8:23:02,78.3,87.6,72.8,77.6,89,14.8,Departure,17L,LAN120,LAN,LAN Airlines,SCFA,LAN120,A321
MP02,23/01/2024 8:28:39,80.8,89.1,75,79.2,91.2,15,Departure,17L,LAN005,LAN,LAN Airlines,SCIE,LAN005,A321
MP02,23/01/2024 8:46:51,71.2,78.8,67.5,67.9,84,16.6,Departure,17L,CCPVE,CCP,,SCHA,CCPVE,PAY2
MP02,23/01/2024 12:25:00,66.1,76.5,62.3,70.5,78.2,25.1,Departure,17R,AFR401,AFR,Air France,LFPG,AFR401,B772
MP02,23/01/2024 16:36:32,78,86.2,73,75.8,87.9,30.4,Departure,17L,JAT016,JAT,JAT Airways,SCDA,JAT016,A21N
MP02,23/01/2024 17:07:55,78.5,87.4,73.7,77.1,89.8,30.4,Departure,17L,LAN114,LAN,LAN Airlines,SCAT,LAN114,A320
MP02,23/01/2024 17:14:43,75.1,86.9,69.4,79.4,87.8,30.4,Departure,17R,ARG1287,ARG,Aerolineas Argentinas,SABE,ARG1287,B38M
MP02,23/01/2024 18:17:17,68.5,79.7,64.4,71.7,79.9,30.5,Departure,17R,SKU523,SKU,Sky Airline,SAME,SKU523,A20N
MP02,23/01/2024 19:00:03,75.6,84.6,71.7,73.7,87.4,29.6,Departure,17L,SKU472,SKU,Sky Airline,SCSE,SKU472,A20N
MP02,23/01/2024 19:32:01,78.7,87.6,74.2,76.9,90.1,28.8,Departure,17L,LAN017,LAN,LAN Airlines,SCIE,LAN017,A320
MP02,23/01/2024 19:43:25,69.6,81,66.5,71.2,83.6,28.6,Departure,17L,SKU248,SKU,Sky Airline,SCCF,SKU248,A20N
MP02,23/01/2024 19:45:47,71,78.3,67.9,67.4,80.4,28.5,Departure,17R,SKU330,SKU,Sky Airline,SCDA,SKU330,A21N
MP02,23/01/2024 19:56:16,76.9,89.1,71.9,81.4,90.8,28,Departure,17R,LXP390,LXP,,SCCF,LXP390,A320
MP02,23/01/2024 20:13:29,70.5,76.3,66.8,65.6,77,26.9,Departure,17R,SKU278,SKU,Sky Airline,SCFA,SKU278,A20N
MP02,23/01/2024 20:34:41,79.4,88.9,74.2,77.9,90.9,25.7,Departure,17L,LXP261,LXP,,SCTE,LXP261,A321
MP02,23/01/2024 23:01:28,68.4,79.8,65.3,71.4,81.3,20.3,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,23/01/2024 23:26:47,71.9,83,69,72.7,85.4,20.1,Departure,17L,SKX5802,SKX,,SPJC,SKX5802,A20N
MP02,23/01/2024 23:28:18,77,85,73,73.7,88.1,20.1,Departure,17L,SKU1077,SKU,Sky Airline,SCTE,SKU1077,A20N
MP02,23/01/2024 23:59:21,76.7,85.8,72.6,74.9,88.6,19.4,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,24/01/2024 0:06:37,78.2,88.1,74.2,76.8,90.6,19.2,Departure,17L,LAN602,LAN,LAN Airlines,KLAX,LAN602,B789
MP02,24/01/2024 0:17:43,78.5,87.6,73.1,77.8,89.9,18.9,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,24/01/2024 0:56:03,76.1,86.2,72.6,75.5,89.1,17.9,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,24/01/2024 1:09:32,67.3,76.3,65,66.8,83,17.5,Departure,17L,CCPVE,CCP,,SCFA,CCPVE,PAY2
MP02,24/01/2024 1:17:18,79.9,89.2,75.1,78.4,91.8,17.3,Departure,17L,LAN805,LAN,LAN Airlines,YMML,LAN805,B789
MP02,24/01/2024 1:48:00,81.1,90.3,75.2,80,92.5,16.9,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,24/01/2024 1:57:07,79.9,89.3,75.3,78.8,91.9,16.8,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,24/01/2024 1:59:16,76.3,84.5,70.1,75.7,87.5,16.7,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A20N
MP02,24/01/2024 2:01:41,73.5,83.5,69.4,74,86.4,16.7,Departure,17L,SKU1173,SKU,Sky Airline,SCIE,SKU1173,A21N
MP02,24/01/2024 2:08:39,82.1,90.8,76.1,80.8,93.1,16.7,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,24/01/2024 2:56:49,78,87.4,72.8,77.8,91.2,16.7,Departure,17L,UPS414,UPS,UPS Airlines,SBKP,UPS414,B763
MP02,24/01/2024 3:49:23,81.5,90.6,75.1,80.4,93.1,16.3,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B738
MP02,24/01/2024 3:51:48,75.1,84.6,70.8,74.8,87.8,16.3,Departure,17L,SKX5804,SKX,,SPJC,SKX5804,A21N
MP02,24/01/2024 4:25:29,74.9,85,70.9,74.4,88.3,16.1,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A21N
MP02,24/01/2024 4:30:57,77.6,85.8,72.9,75.3,88.6,15.9,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,24/01/2024 4:35:24,73.1,82.8,68.8,73.5,85.6,15.9,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,24/01/2024 4:39:16,91.5,100.1,83.5,89.3,102.8,15.8,Departure,17L,NCR855,NCR,National Airlines,KMIA,NCR855,B744
MP02,24/01/2024 4:42:18,78.3,87.2,72.9,76.8,89.3,15.8,Departure,17L,LAN150,LAN,LAN Airlines,SCCF,LAN150,A320
MP02,24/01/2024 4:46:41,79.8,88.7,74.7,78.3,91,15.7,Departure,17L,LXP311,LXP,,SCTE,LXP311,A320
MP02,24/01/2024 4:51:28,83.9,92.6,77.2,82.3,96.6,15.6,Departure,17L,LTG8493,LTG,,SBGR,LTG8493,B763
MP02,24/01/2024 4:53:38,77,87,73.2,75.7,90.7,15.6,Departure,17L,DWI188,DWI,,MDSD,DWI188,B38M
MP02,24/01/2024 4:56:21,78,87.4,73.3,76.8,89.8,15.6,Departure,17L,LAN130,LAN,LAN Airlines,SCFA,LAN130,A320
MP02,24/01/2024 4:58:46,80.8,89.2,75.3,78.9,91.4,15.6,Departure,17L,LAN188,LAN,LAN Airlines,SCAR,LAN188,A321
MP02,24/01/2024 5:09:12,79.4,89.2,75.3,78.3,91.4,15.5,Departure,17L,LAN166,LAN,LAN Airlines,SCDA,LAN166,A320
MP02,24/01/2024 5:14:08,74.4,84.7,70.9,74.3,87.4,15.5,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A21N
MP02,24/01/2024 5:16:47,79.5,88.4,74,78,90.4,15.5,Departure,17L,LAN178,LAN,LAN Airlines,SCDA,LAN178,A320
MP02,24/01/2024 5:18:23,78.3,87.6,73.1,77.7,90.8,15.4,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,24/01/2024 5:21:07,76.5,85.2,71.9,74.9,87.5,15.4,Departure,17L,JAT806,JAT,JAT Airways,SKCL,JAT806,A20N
MP02,24/01/2024 5:27:59,79,87.6,73.5,77.3,90.1,15.4,Departure,17L,LXP340,LXP,,SCFA,LXP340,A320
MP02,24/01/2024 5:35:15,82.1,91.1,75.8,81,93.3,15.2,Departure,17L,CMP396,CMP,Copa Airlines,MPTO,CMP396,B738
MP02,24/01/2024 5:40:14,80.3,89.2,75,78.9,91.3,15.1,Departure,17L,LXP267,LXP,,SCTE,LXP267,A321
MP02,24/01/2024 5:42:03,78.6,88.1,72.8,78.6,89.9,15.2,Departure,17L,LPE2370,LPE,LAN Peru,SPJC,LPE2370,A320
MP02,24/01/2024 5:44:17,76.9,85.1,71.7,74.9,86.9,15.2,Departure,17L,JAT501,JAT,JAT Airways,SCIE,JAT501,A20N
MP02,24/01/2024 5:49:43,72.8,83.4,68.7,73.4,86.3,15.1,Departure,17L,SKU302,SKU,Sky Airline,SCAR,SKU302,A20N
MP02,24/01/2024 5:52:02,76.4,85.1,71.6,74.9,86.5,15,Departure,17L,JAT790,JAT,JAT Airways,SKBO,JAT790,A20N
MP02,24/01/2024 5:58:55,78.3,86.7,73.1,76.6,88.4,15,Departure,17L,JAT750,JAT,JAT Airways,SBGL,JAT750,A21N
MP02,24/01/2024 6:18:18,81.3,90.2,75.5,79.5,93.2,15.1,Departure,17L,LAN001,LAN,LAN Airlines,SCNT,LAN001,A320
MP02,24/01/2024 6:28:34,77.3,86.9,72.4,76.6,89.5,15.1,Departure,17L,JAT050,JAT,JAT Airways,SCFA,JAT050,A320
MP02,24/01/2024 7:34:33,67.4,71.3,63.5,62.1,74.1,16,Departure,17R,LXP330,LXP,,SCAT,LXP330,A320
MP02,24/01/2024 9:28:46,67.4,77.9,64.5,69.7,80.1,22.6,Departure,17R,SAMURAI,AF,,SCFA,SAMURAI,B763
MP02,24/01/2024 9:39:20,65.2,72.9,63.1,64.6,73.4,23.3,Departure,17R,ACA93,ACA,Air Canada,CYYZ,ACA93,B789
MP02,24/01/2024 9:40:52,74,81.2,70.2,69.8,87.5,23.3,Departure,17L,CCPHM,CCP,,SCHA,CCPHM,PAY1
MP02,24/01/2024 11:23:51,79.3,88.6,74.8,77.8,90.5,28.2,Departure,17L,LAN041,LAN,LAN Airlines,SCVD,LAN041,A320
MP02,24/01/2024 12:54:32,65.2,75.5,61.7,68.8,77.2,31.7,Departure,17R,AFR401,AFR,Air France,LFPG,AFR401,B772
MP02,24/01/2024 15:51:47,65.4,77,62.6,70.6,79.5,35.7,Departure,17R,ETH3509,ETH,Ethiopian Airlines,KMIA,ETH3509,B77L
MP02,24/01/2024 16:30:00,80.2,88.2,74.2,77.3,90.6,35.8,Departure,17L,LAN029,LAN,LAN Airlines,SCQP,LAN029,A320
MP02,24/01/2024 16:32:15,80.6,88.3,75.1,77.7,91.5,36.1,Departure,17L,LAN750,LAN,LAN Airlines,SBGR,LAN750,A320
MP02,24/01/2024 16:36:03,75.1,84.2,69.7,74.6,86.8,36,Departure,17L,SKU622,SKU,Sky Airline,SBGL,SKU622,A320
MP02,24/01/2024 16:38:11,79.6,88.2,74.1,77.9,90.4,36,Departure,17L,LAN156,LAN,LAN Airlines,SCCF,LAN156,A320
MP02,24/01/2024 16:40:05,69.9,80.9,66.9,71.2,83.3,36,Departure,17L,SKU460,SKU,Sky Airline,SCSE,SKU460,A20N
MP02,24/01/2024 16:58:39,78.4,84.9,72.3,74.8,86,35.7,Departure,17L,JAT016,JAT,JAT Airways,SCDA,JAT016,A20N
MP02,24/01/2024 21:42:16,73.1,77.7,66.9,66.3,79.5,24.6,Departure,17R,LAN174,LAN,LAN Airlines,SCDA,LAN174,A320
MP02,24/01/2024 22:55:21,67.2,77.4,62.5,70.8,79.2,22.4,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,24/01/2024 23:57:18,77.2,87.7,73.7,76.9,90.6,20.9,Departure,17L,LAN532,LAN,LAN Airlines,KJFK,LAN532,B788
MP02,25/01/2024 0:01:24,76.3,85.4,71.9,74.4,88.4,20.8,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,25/01/2024 0:03:25,78.6,87.3,73.3,76.9,89.2,20.7,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,25/01/2024 0:10:08,78.9,87.3,73.8,76.8,90.1,20.5,Departure,17L,LAN500,LAN,LAN Airlines,KMIA,LAN500,B788
MP02,25/01/2024 0:43:49,75.7,85.1,71.7,74.6,87.6,19.5,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,25/01/2024 1:10:11,79,88.5,74.4,77.7,91,19,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,25/01/2024 1:34:36,70.3,78.4,66.2,69.1,84.6,18.9,Departure,17L,CCACV,CCA,Air China,SCFA,CCACV,BE20
MP02,25/01/2024 1:41:02,72.8,83.2,68.7,73.7,85.9,18.8,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A20N
MP02,25/01/2024 1:51:34,80.8,89.6,75.9,78.8,91.9,18.8,Departure,17L,LAN083,LAN,LAN Airlines,SCCI,LAN083,A321
MP02,25/01/2024 1:55:18,81.5,90.2,74.9,79.7,92.3,18.8,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,25/01/2024 2:00:16,71,81.6,67.5,72.2,83.8,18.7,Departure,17L,JES3991,JES,,SAEZ,JES3991,A320
MP02,25/01/2024 2:14:35,78,86.5,72.6,76.6,89.8,18.6,Departure,17L,JES3701,JES,,SAEZ,JES3701,A320
MP02,25/01/2024 2:18:39,81.7,90.3,75.1,80.3,92.6,18.5,Departure,17L,CMP118,CMP,Copa Airlines,MPTO,CMP118,B738
MP02,25/01/2024 3:25:05,73.5,82.8,69.2,72.9,85.5,18.2,Departure,17L,SKU700,SKU,Sky Airline,SKBO,SKU700,A20N
MP02,25/01/2024 3:52:50,81.1,90.1,75,80,92.6,18.4,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B738
MP02,25/01/2024 4:14:25,76.6,85,71.4,75.2,88.4,18.4,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
MP02,25/01/2024 4:37:57,70.9,81.4,67.6,71.7,84.2,18.6,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,25/01/2024 4:48:28,76,86.3,72.2,76,89.6,18.4,Departure,17L,LXP374,LXP,,SCCF,LXP374,A320
MP02,25/01/2024 4:51:14,76.2,86.3,72.2,76.1,88.7,18.3,Departure,17L,LAN134,LAN,LAN Airlines,SCFA,LAN134,A320
MP02,25/01/2024 4:55:30,83.4,91.6,77.4,80.5,94,18.1,Departure,17L,LAN099,LAN,LAN Airlines,SCTE,LAN099,A321
MP02,25/01/2024 4:57:09,79.8,88.7,75,78.3,90.9,18,Departure,17L,LXP936,LXP,,SCAR,LXP936,A321
MP02,25/01/2024 4:58:30,78.7,87.5,72.9,77,90.5,18,Departure,17L,JAT191,JAT,JAT Airways,SCTE,JAT191,A320
MP02,25/01/2024 4:59:48,70.2,80.3,66.5,71.2,82.8,18,Departure,17L,SKU270,SKU,Sky Airline,SCFA,SKU270,A20N
MP02,25/01/2024 5:01:07,81.6,90.5,75.7,80.3,94.1,18,Departure,17L,LTG8495,LTG,,SBGR,LTG8495,B763
MP02,25/01/2024 5:07:18,77.6,86,72.7,75,87.7,18,Departure,17L,JAT010,JAT,JAT Airways,SCDA,JAT010,A20N
MP02,25/01/2024 5:08:52,74.1,84.5,69.9,74.5,87.1,18,Departure,17L,JAT760,JAT,JAT Airways,SUMU,JAT760,A320
MP02,25/01/2024 5:10:11,77.1,86.9,72.4,76.3,88.8,17.9,Departure,17L,LXP362,LXP,,SCFA,LXP362,A320
MP02,25/01/2024 5:14:15,79.7,88.1,74.3,78,90,17.9,Departure,17L,LAN164,LAN,LAN Airlines,SCDA,LAN164,A321
MP02,25/01/2024 5:17:49,75.4,83.9,70.7,73.5,85.8,17.9,Departure,17L,JAT501,JAT,JAT Airways,SCIE,JAT501,A20N
MP02,25/01/2024 5:19:52,77.1,86.9,72.2,76.3,90.4,17.8,Departure,17L,SKU620,SKU,Sky Airline,SBGL,SKU620,A320
MP02,25/01/2024 5:32:17,77.8,86.2,72.9,75.6,88,17.6,Departure,17L,JAT790,JAT,JAT Airways,SKBO,JAT790,A20N
MP02,25/01/2024 5:36:20,82.3,90.6,76.6,79.9,92.5,17.6,Departure,17L,LXP267,LXP,,SCTE,LXP267,A321
MP02,25/01/2024 5:38:40,77.6,86.7,72.6,76.3,88.1,17.5,Departure,17L,LAN188,LAN,LAN Airlines,SCCF,LAN188,A321
MP02,25/01/2024 5:43:12,76.5,86.8,72.7,75.8,89.1,17.5,Departure,17L,LXP356,LXP,,SCFA,LXP356,A320
MP02,25/01/2024 5:45:17,81.7,90.4,75.4,79.9,92.4,17.4,Departure,17L,CMP396,CMP,Copa Airlines,MPTO,CMP396,B738
MP02,25/01/2024 5:47:20,81.9,90,76.1,79.5,93.2,17.4,Departure,17L,LAN001,LAN,LAN Airlines,SCNT,LAN001,A320
MP02,25/01/2024 5:52:51,75.8,84.4,71,73.9,86,17.2,Departure,17L,JAT870,JAT,JAT Airways,SBFL,JAT870,A20N
MP02,25/01/2024 5:56:07,77.2,85.4,72.3,75.1,87.1,17.2,Departure,17L,JAT731,JAT,JAT Airways,SABE,JAT731,A20N
MP02,25/01/2024 6:09:30,83,92.6,77.8,82,94.8,17.1,Departure,17L,TPA4094,TPA,TAMPA Cargo,SKBO,TPA4094,A332
MP02,25/01/2024 6:33:49,75.9,84.5,71.2,74.4,85.7,17,Departure,17L,JAT032,JAT,JAT Airways,SCCF,JAT032,A21N
MP02,25/01/2024 6:38:25,76.8,85.2,71.8,74.7,87,16.8,Departure,17L,JAT052,JAT,JAT Airways,SCFA,JAT052,A21N
MP02,25/01/2024 6:40:28,76.2,86.3,71.5,76.2,87.9,16.8,Departure,17L,LAN156,LAN,LAN Airlines,SCCF,LAN156,A321
MP02,25/01/2024 7:37:07,71.6,84.1,68.4,75.2,88.6,17.1,Departure,17R,LAN1151,LAN,LAN Airlines,SCBA,LAN1151,A320
MP02,25/01/2024 8:14:46,75.5,84.5,71.3,73.8,86.4,18.3,Departure,17L,JAT034,JAT,JAT Airways,SCCF,JAT034,A21N
MP02,25/01/2024 8:35:21,66,73.3,64.5,63.2,74.2,19.8,Departure,17R,LAN404,LAN,LAN Airlines,SUMU,LAN404,A320
MP02,25/01/2024 9:04:44,65.1,73.2,62.6,65.8,74.4,22.4,Departure,17R,LPE2388,LPE,LAN Peru,SPJC,LPE2388,A320
MP02,25/01/2024 9:12:34,65.8,76.9,62.8,70.4,78.4,22.9,Departure,17R,LCO1603,LCO,LAN Cargo,KMIA,LCO1603,B763
MP02,25/01/2024 9:48:56,65.1,76.1,62.2,70.2,79,24.8,Departure,17R,PARKAN,AF,,SCQP,PARKAN,B735
MP02,25/01/2024 9:50:44,73,80.9,68.9,70.7,86.8,24.6,Departure,17L,CCAFS,CCA,Air China,SCTE,CCAFS,BE9L
MP02,25/01/2024 10:01:15,65.8,72.7,61.7,63.5,72.5,25,Departure,17R,LAN051,LAN,LAN Airlines,SCJO,LAN051,A320
MP02,25/01/2024 10:59:59,66.3,74.4,62.6,66.8,74.4,26.7,Departure,17R,LAN492,LAN,LAN Airlines,SACO,LAN492,A320
MP02,25/01/2024 11:46:23,68.4,78,63.8,70.6,80,28.2,Departure,17R,ETH3652,ETH,Ethiopian Airlines,DNMM,ETH3652,B77L
MP02,25/01/2024 12:03:10,71.4,81.1,67.8,71,83.2,28.6,Departure,17L,SKU242,SKU,Sky Airline,SCCF,SKU242,A20N
MP02,25/01/2024 12:08:36,69.8,79.9,65.9,71.2,80.4,28.5,Departure,17L,CCAYY,CCA,Air China,SCKP,CCAYY,G280
MP02,25/01/2024 12:23:10,73.6,78.8,68.8,67.5,85.1,28.7,Departure,17L,AERONAU,AER,ACE Air Cargo,SCSE,AERONAU,BE20
MP02,25/01/2024 12:51:54,70.1,73.9,65.8,62.6,74.9,29.2,Departure,17R,LXP334,LXP,,SCAT,LXP334,A321
MP02,25/01/2024 13:02:07,67.6,77.5,62.2,71.8,78.9,29.4,Departure,17R,CMP498,CMP,Copa Airlines,MPTO,CMP498,B738
MP02,25/01/2024 13:06:35,70.5,82,67.2,72.9,84,29.6,Departure,17L,NORDICO,AF,,SCEL,NORDICO,H60
MP02,25/01/2024 13:30:59,66.7,76.3,62.9,69.2,78.1,29.4,Departure,17R,AFR401,AFR,Air France,LFPG,AFR401,B772
MP02,25/01/2024 14:13:09,65.1,73.3,61.7,66,76.4,30.3,Departure,17R,LAE2893,LAE,LAN Cargo Colombia,KMIA,LAE2893,B763
MP02,25/01/2024 14:39:33,65.6,77.2,63.5,69.9,79.4,30.2,Departure,17R,GTI034,GTI,Atlas Air,KMIA,GTI034,B748
MP02,25/01/2024 15:18:05,75.2,85.6,71.8,74.4,87.9,30.9,Departure,17L,LXP386,LXP,,SCCF,LXP386,A320
MP02,25/01/2024 15:50:29,70.6,78.1,66.3,68.1,82.3,31,Departure,17L,CCCYB,CCC,,SCSE,CCCYB,PAY2
MP02,25/01/2024 16:49:08,71.4,80.4,67,71.7,83.4,31.3,Departure,17L,SKU254,SKU,Sky Airline,SCCF,SKU254,A21N
MP02,25/01/2024 16:51:23,78,87.3,72.2,77.5,89.7,31.2,Departure,17L,ARG1287,ARG,Aerolineas Argentinas,SABE,ARG1287,B738
MP02,25/01/2024 17:02:46,77.8,88.5,73.1,78.9,92,31,Departure,17L,LCO1805,LCO,LAN Cargo,SAEZ,LCO1805,B763
MP02,25/01/2024 17:11:53,65,71.8,62.5,62.6,71.9,31,Departure,17R,AVA116,AVA,Avianca,SKBO,AVA116,A20N
MP02,25/01/2024 17:54:50,65.7,69.5,64.1,58.7,71,30.1,Departure,17R,LAN178,LAN,LAN Airlines,SCDA,LAN178,A321
MP02,25/01/2024 18:14:58,69.6,72.4,66.4,60.4,74.7,29.3,Departure,17R,SKU523,SKU,Sky Airline,SAME,SKU523,A20N
MP02,25/01/2024 18:28:16,81.9,89.8,76,79,92.3,28.7,Departure,17L,LAN035,LAN,LAN Airlines,SCQP,LAN035,A321
MP02,25/01/2024 19:11:57,66.2,78,64,70.3,80.2,28.7,Departure,17L,SKU256,SKU,Sky Airline,SCCF,SKU256,A20N
MP02,25/01/2024 19:29:30,71.4,79.7,67.9,69.3,86.4,27.4,Departure,17L,CCACV,CCA,Air China,SCAR,CCACV,BE20
MP02,25/01/2024 19:50:50,72.1,77.2,68.7,64.9,78,26.4,Departure,17R,SKU167,SKU,Sky Airline,SCIE,SKU167,A20N
MP02,25/01/2024 20:41:02,74.7,87.5,70,79.4,90.1,23.1,Departure,17R,JAT197,JAT,JAT Airways,SCTE,JAT197,A320
MP02,25/01/2024 20:59:00,77.7,83.6,69.1,71.4,85.1,22.5,Departure,17R,LAN190,LAN,LAN Airlines,SCAR,LAN190,A320
MP02,25/01/2024 21:13:51,67,71.2,64.2,60.9,70.5,21.7,Departure,17R,LPE2692,LPE,LAN Peru,SPJC,LPE2692,A320
MP02,25/01/2024 21:25:10,74.4,87.2,69.1,80.1,88.5,21.2,Departure,17R,JAP7739,JAP,,SPJC,JAP7739,A20N
MP02,25/01/2024 22:59:07,69.3,78.4,65,70.4,80.1,19,Departure,17R,UAL846,UAL,United Airlines,KIAH,UAL846,B763
MP02,25/01/2024 23:05:20,66.5,78.1,61.5,71.3,80.6,18.9,Departure,17R,ARG1283,ARG,Aerolineas Argentinas,SABE,ARG1283,B738
MP02,25/01/2024 23:29:41,68.4,80.6,63.7,73.7,83.7,18.5,Departure,17R,NAC901,NAC,Northern Air Cargo,KMIA,NAC901,B763
MP02,25/01/2024 23:50:37,71.1,80.5,67.7,70,81.8,18.1,Departure,17L,LVGQR,LVG,,SADF,LVGQR,LJ60
MP02,26/01/2024 0:06:51,75.7,85.1,71,74.8,88.2,17.8,Departure,17L,SKU604,SKU,Sky Airline,SBGR,SKU604,A20N
MP02,26/01/2024 0:10:43,79.3,88.4,73.9,78.2,91,17.8,Departure,17L,AAL940,AAL,American Airlines,KDFW,AAL940,B788
MP02,26/01/2024 0:19:36,78.4,88.4,74.3,77.2,91,17.7,Departure,17L,LAN602,LAN,LAN Airlines,KLAX,LAN602,B789
MP02,26/01/2024 0:36:59,82.5,91.7,76.2,81.8,95.4,17.4,Departure,17L,LCO1404,LCO,LAN Cargo,SBGR,LCO1404,B763
MP02,26/01/2024 0:59:18,78.4,87.5,73.6,77.4,90.1,17.1,Departure,17L,LAN801,LAN,LAN Airlines,NZAA,LAN801,B789
MP02,26/01/2024 1:04:04,76.9,86.7,73,76.3,89.8,17.1,Departure,17L,LAN578,LAN,LAN Airlines,SKBO,LAN578,B788
MP02,26/01/2024 1:10:38,79.9,89.1,74.4,78.6,91.6,17.1,Departure,17L,IBE6832,IBE,Iberia,LEMD,IBE6832,A359
MP02,26/01/2024 1:26:41,74.4,84.8,71,74.4,87.9,17,Departure,17L,SKX5577,SKX,,SAEZ,SKX5577,A21N
MP02,26/01/2024 1:34:44,80.4,89.4,75.1,78.9,92.2,16.9,Departure,17L,LAN805,LAN,LAN Airlines,YMML,LAN805,B789
MP02,26/01/2024 1:36:49,67.2,75.2,64.1,66.6,81.8,16.9,Departure,17L,CCCPR,CCC,,SCAR,CCCPR,PAY2
MP02,26/01/2024 1:43:11,78.5,88.5,73.6,77.7,90.4,16.8,Departure,17L,AVA240,AVA,Avianca,SKBO,AVA240,A319
MP02,26/01/2024 1:46:16,81.8,90.5,75.5,80.4,92.9,16.8,Departure,17L,CMP276,CMP,Copa Airlines,MPTO,CMP276,B738
MP02,26/01/2024 1:50:42,74.4,83.5,70.7,73,86.2,16.7,Departure,17L,CMP4118,CMP,Copa Airlines,MPTO,CMP4118,B39M
MP02,26/01/2024 2:09:08,81.7,90.6,76.1,80.3,93.9,16.6,Departure,17L,GEC8265,GEC,Lufthansa Cargo,SBKP,GEC8265,B77L
MP02,26/01/2024 2:13:08,81,89.4,75.7,78.6,92.2,16.6,Departure,17L,LXP307,LXP,,SCCI,LXP307,A320
MP02,26/01/2024 2:15:17,77.9,85.1,71.4,76.5,88.4,16.5,Departure,17L,SKU700,SKU,Sky Airline,SKBO,SKU700,A20N
MP02,26/01/2024 3:06:29,79.5,89,73.9,79,93.4,16.4,Departure,17L,UPS412,UPS,UPS Airlines,SAEZ,UPS412,B763
MP02,26/01/2024 4:06:53,77.9,86.9,73,76.8,90.5,15.4,Departure,17L,CMP475,CMP,Copa Airlines,MPTO,CMP475,B39M
MP02,26/01/2024 4:09:21,81.2,90.6,75.8,79.8,93.8,15.3,Departure,17L,KAL274,KAL,Korean Air,SPJC,KAL274,B77L
MP02,26/01/2024 4:11:58,71.4,80.3,67.3,71,83.1,15.3,Departure,17L,SKU240,SKU,Sky Airline,SCCF,SKU240,A20N
MP02,26/01/2024 4:24:10,75.4,84.7,70.8,74.3,87.9,15.2,Departure,17L,SKU320,SKU,Sky Airline,SCDA,SKU320,A20N
MP02,26/01/2024 4:35:06,79.6,88.6,74.3,78.3,91.5,15.2,Departure,17L,LAN172,LAN,LAN Airlines,SCDA,LAN172,A321
MP02,26/01/2024 4:42:27,74.6,84.2,70.1,74.1,87,15.1,Departure,17L,SKU300,SKU,Sky Airline,SCAR,SKU300,A20N
